Product_ID,Product_Name,Customer_ID,Customer_Name,Customer_Age,Gender,Country,Quantity,Total_Purchase_Amount,Profit_or_Loss,Date_of_Purchase,Mode_of_Purchase,Ratings,Product_Type,Month_of_Purchase,Year_of_Purchase
V7CY3LMS,Shorts,5219486,Lucas Wilson,65,Other,UK,1,652.54,176.36,16-02-2020,In-Person,4.3,Bottoms,February,2020
TGAKE6DU,Tracksuit,7110174,Liam Johnson,20,Other,Argentina,4,3056.64,1058.08,24-06-2022,Online,6.5,Others,June,2022
JKJ56E9W,Leggings,9162699,Aarav Wilson,63,Female,Sweden,3,1052.69,591.74,16-12-2021,Online,5.1,Bottoms,December,2021
L1KR7TCK,Shorts,4686924,Mia Taylor,30,Other,South Africa,3,1082.89,-221.5,05-09-2018,Online,9.7,Bottoms,September,2018
A6MHRO1B,Sweater,2729839,Mia Brown,33,Other,France,4,4228.2,1845.62,10-07-2019,In-Person,8.3,Tops,July,2019
IIHA5NCL,Jeans,4642613,Liam Wilson,16,Female,Brazil,1,3578.54,81.76,16-08-2021,Online,1.2,Bottoms,August,2021
WELA87K7,Shorts,3186283,Mia Taylor,58,Male,Argentina,3,3705.34,1904.16,18-04-2024,In-Person,6.2,Bottoms,April,2024
4U7WT9PE,Chinos,8656522,Sophia Anderson,26,Other,Canada,3,3060.9,876.56,08-06-2018,In-Person,6.5,Tops,June,2019
MI5E1C9S,Skirt,9427604,Lucas Brown,16,Female,USA,5,719.75,1990.8,09-08-2020,In-Person,7.8,Bottoms,August,2020
KOFBMPNB,Overcoat,988433,Ethan Sharma,41,Female,Switzerland,4,389.02,-421.57,11-04-2019,In-Person,2.6,Tops,March,2020
WH1S93G1,Sweater,8457327,Noah Johnson,41,Male,Norway,4,3571.71,1402.62,06-03-2022,Online,2.6,Tops,March,2022
2LSHOG14,T-shirt,6273355,Aarav Smith,42,Female,Germany,2,4561.26,1822.32,10-04-2022,Online,6.8,Tops,April,2022
AO7BYMKE,Jacket,3026499,Isabella Wilson,22,Other,Japan,2,3534.26,-108.91,14-02-2021,Online,9.4,Tops,February,2021
60K9CI6N,Kurti,6049446,Ethan Wilson,51,Other,Russia,4,4321.06,-399.64,01-01-2021,In-Person,2.3,Dresses,January,2021
F38A9MG5,Hoodie,701124,Lucas Johnson,35,Female,France,2,4651.81,-418.85,28-09-2025,Online,5.5,Tops,September,2025
Y8IIOSVY,Trousers,7326553,Liam Patel,27,Other,UK,1,555.13,729.76,20-06-2025,Online,3.9,Bottoms,June,2025
CO2PNTFM,Skirt,2992741,Aarav Wilson,27,Male,Spain,5,3378.86,973.38,17-06-2024,Online,3.2,Bottoms,June,2024
1ZUVNTA2,Shorts,3215218,Amelia Kumar,47,Male,USA,3,1643.59,-130.01,15-11-2025,In-Person,4.3,Bottoms,November,2025
SQ4B0VWY,Leggings,3155334,Liam Smith,64,Other,Switzerland,1,1860.99,284.47,10-03-2018,Online,2.7,Bottoms,March,2018
L5GUKR01,Blazer,4709532,Mia Lee,16,Female,USA,4,2402.69,1761.74,12-01-2019,In-Person,2.5,Tops,January,2019
ICGBUCLQ,Leggings,8724136,Mia Wilson,25,Male,UK,3,4024.0,1525.41,04-06-2021,In-Person,9.6,Bottoms,June,2021
1PZDPOJQ,Hoodie,8259858,Emma Patel,18,Female,Japan,1,3974.78,738.34,06-01-2018,Online,8.8,Tops,January,2022
JAM2U4PG,Kurti,1077521,Amelia Anderson,65,Male,Canada,5,1383.15,-435.81,10-05-2022,Online,5.6,Dresses,May,2022
DWG3S1DZ,Crop Top,6484916,Isabella Taylor,58,Other,France,5,3451.01,235.61,22-12-2025,Online,5.3,Tops,December,2025
QMKWC5JL,Floral Dress,7326279,Emma Lee,34,Male,China,3,3108.38,1983.89,26-12-2024,In-Person,5.5,Dresses,December,2024
NEZSJ2C6,Saree,7314684,Mia Brown,39,Male,France,3,4456.82,-473.51,21-01-2018,In-Person,7.4,Dresses,January,2018
WE0UUGRN,Hoodie,9354710,Aarav Patel,65,Male,Russia,2,4742.97,337.74,22-12-2022,In-Person,8.8,Tops,April,2019
6AUEN9JV,Shorts,8135153,Lucas Smith,64,Female,Denmark,2,3279.45,932.92,01-06-2020,Online,2.1,Bottoms,June,2020
1XNTP7D7,Leggings,9907893,Mia Kumar,53,Other,Spain,5,1454.77,950.53,03-03-2020,In-Person,5.7,Bottoms,March,2020
SS0TKDVK,Gown,9905155,Emma Sharma,51,Male,Norway,1,1940.92,1048.74,03-09-2025,Online,5.9,Dresses,September,2025
1N99L3DQ,Shorts,9774636,Noah Smith,48,Female,Brazil,3,2026.68,1154.81,19-12-2019,In-Person,4.6,Others,December,2019
CZU4MKUK,T-shirt,9999186,Aarav Brown,40,Female,India,3,1809.78,48.92,10-07-2018,In-Person,3.4,Tops,May,2018
1BYVVWXT,Sweater,8621774,Isabella Patel,44,Other,Germany,3,3772.51,-31.27,18-05-2020,Online,9.8,Tops,May,2020
TPW6PSKX,Overcoat,3320784,Mia Kumar,58,Female,Japan,2,4015.22,1613.89,28-02-2020,In-Person,6.6,Tops,February,2020
QZDTVAI0,Chinos,5133852,Olivia Anderson,59,Male,Canada,5,1452.17,636.78,18-10-2018,Online,7.9,Bottoms,October,2018
C42DYXOL,Skirt,3174182,Mia Patel,37,Male,Sweden,2,2837.38,301.28,11-10-2018,In-Person,9.5,Bottoms,October,2018
B1VH2R7L,T-shirt,7186532,Olivia Sharma,39,Male,UK,2,2852.32,-368.92,25-11-2021,In-Person,6.8,Tops,November,2021
KAC4YHWO,Leggings,8781312,Aarav Lee,42,Other,Netherlands,5,3595.25,774.56,06-02-2023,Online,4.6,Bottoms,February,2023
K71M0ZKJ,Sweater,5988168,Sophia Anderson,16,Other,UK,5,1310.05,260.16,15-09-2020,Online,8.0,Tops,September,2020
GSUOXYAE,Shirt,8834701,Liam Kumar,16,Female,USA,3,4115.85,1970.32,14-11-2019,In-Person,3.6,Tops,November,2019
SV0LN4TP,Chinos,1278685,Sophia Patel,39,Other,South Africa,3,2060.5,1080.4,28-11-2024,Online,9.4,Bottoms,November,2024
84NV4CER,Kurti,7274376,Olivia Smith,39,Female,UAE,1,4002.76,784.74,09-06-2025,In-Person,9.2,Dresses,June,2025
RQRBU6LG,Crop Top,2955659,Olivia Kumar,26,Other,UAE,1,3654.48,450.88,11-01-2021,Online,3.5,Tops,January,2021
29P9TH2S,Others,7903525,Amelia Smith,58,Female,UAE,2,1245.9,-498.77,09-10-2024,In-Person,5.1,Tops,October,2024
MX9ZGV5S,Overcoat,2076746,Emma Wilson,44,Female,UAE,2,1501.14,-314.98,08-08-2020,In-Person,5.8,Tops,August,2020
1J2FE3W1,Sweater,5422538,Mia Smith,35,Other,Australia,2,432.92,1187.24,03-06-2022,Online,6.5,Tops,June,2022
3ZAXPS21,T-shirt,4403444,Mia Wilson,40,Other,UK,4,1153.47,924.07,13-11-2022,In-Person,5.4,Tops,November,2022
X8AP749H,Overcoat,2914091,Ethan Johnson,48,Male,South Africa,2,1217.24,861.06,07-01-2021,Online,3.7,Tops,January,2021
H76TZRRF,Shirt,704704,Isabella Wilson,65,Other,Denmark,2,2609.14,-292.46,15-05-2018,Unknown,8.1,Tops,April,2019
9SOQXWOM,Shorts,900831,Noah Sharma,33,Male,India,1,4953.64,24.89,08-03-2019,In-Person,2.1,Bottoms,March,2019
WYOXWNON,Chinos,4359322,Noah Kumar,25,Female,Germany,1,4741.23,1626.84,18-01-2019,Online,1.0,Bottoms,November,2019
9UNFCX0G,Sweater,8435388,Ethan Anderson,20,Male,Russia,5,2801.5,1384.93,12-11-2021,In-Person,1.1,Bottoms,November,2021
IR0V050G,Tracksuit,4133731,Aarav Smith,27,Male,Italy,3,1212.69,-443.58,17-12-2023,In-Person,7.0,Bottoms,December,2023
JMXT4RXV,Shirt,1406810,Noah Brown,43,Other,Australia,3,3119.28,-410.45,02-10-2018,In-Person,7.7,Tops,October,2018
PI3O4KUU,Crop Top,3104592,Mia Kumar,30,Other,India,1,2787.85,189.15,16-10-2023,In-Person,3.0,Tops,October,2023
ZAKBLB0A,Gown,7067661,Aarav Wilson,64,Other,Spain,2,937.66,1563.9,08-07-2021,In-Person,8.9,Dresses,July,2021
PUHUI6G7,Jeans,4536663,Mia Lee,32,Female,Switzerland,4,2220.32,458.77,14-12-2021,In-Person,9.8,Bottoms,December,2021
HQBSX89N,Gown,5712349,Isabella Wilson,25,Female,Russia,5,409.27,1763.96,08-05-2023,In-Person,7.2,Dresses,May,2023
8T5ABA6X,Saree,4572893,Isabella Brown,43,Female,Singapore,3,1271.82,1612.62,12-01-2025,In-Person,7.3,Dresses,January,2025
EH3F53A3,Shirt,7465257,Ethan Lee,30,Male,UK,5,715.12,1358.63,18-11-2021,In-Person,4.9,Tops,Unknown,2021
DDVP2WN6,Saree,9246543,Liam Patel,24,Female,India,2,1048.97,1212.62,07-01-2025,Online,3.9,Others,January,2025
GHXLAM1A,Blazer,3545621,Liam Patel,15,Female,Mexico,5,4244.02,54.85,24-05-2024,Online,1.7,Tops,May,2024
AQZQSZ1C,Jeans,9091791,Olivia Brown,40,Male,Germany,1,2063.0,1120.74,10-06-2020,In-Person,3.3,Tops,June,2020
RFNN5262,Trousers,2753675,Ethan Anderson,27,Other,UAE,4,4503.87,1201.56,05-10-2025,Online,8.1,Bottoms,October,2025
DWTHEM0V,Hoodie,9490258,Liam Kumar,42,Female,Mexico,4,3429.01,503.01,07-03-2020,In-Person,5.5,Tops,March,2020
PTVM4WKF,Gown,6286850,Isabella Brown,48,Female,UAE,5,2283.58,1118.2,25-06-2020,Online,3.6,Dresses,May,2020
JFGRGJKR,Sweater,3441748,Olivia Brown,41,Male,China,3,4572.52,1121.2,26-02-2019,In-Person,8.9,Tops,February,2019
8FOQNVYZ,Floral Dress,9132463,Ethan Johnson,29,Female,Sweden,2,1215.58,-471.49,22-07-2020,Online,3.4,Dresses,July,2020
XUU39OGI,Jeans,2494180,Sophia Sharma,17,Male,China,1,2904.14,1834.47,23-05-2019,In-Person,5.3,Tops,May,2019
ZDKK4YDS,Shorts,1195553,Noah Johnson,23,Male,Sweden,1,2500.77,580.97,08-08-2024,Online,2.6,Bottoms,August,2024
ZW5OHCYL,Jacket,1467891,Sophia Taylor,57,Other,France,4,1469.74,847.86,13-12-2020,Online,1.9,Tops,December,2020
DUI2E8B7,Blazer,3341761,Sophia Kumar,54,Other,Denmark,1,4888.92,714.8,12-12-2020,Online,7.5,Tops,December,2020
05Q9V590,Shorts,9337737,Mia Johnson,37,Other,Argentina,2,3724.77,1706.67,22-10-2021,Online,2.5,Bottoms,October,2021
BNAXW3IP,Tracksuit,2469094,Isabella Patel,24,Female,Germany,1,4755.95,-192.32,03-09-2019,Online,5.8,Bottoms,September,2019
EZMXMVS9,Overcoat,7425513,Amelia Wilson,26,Female,Others,4,3482.75,1177.85,21-04-2024,In-Person,7.5,Tops,April,2024
S1BVVI6Y,Jacket,7755079,Lucas Brown,27,Other,Brazil,3,999.05,489.69,09-04-2024,Online,5.1,Tops,April,2024
W3CC2PCX,Chinos,5766944,Liam Taylor,18,Other,Switzerland,2,2875.53,555.87,02-06-2025,In-Person,6.7,Bottoms,June,2025
FROE59XI,Trousers,3176826,Liam Kumar,16,Other,India,4,3075.2,1358.91,06-10-2024,In-Person,3.4,Bottoms,October,2024
E8P5V498,Sweater,7979299,Unknown,19,Other,Mexico,1,985.19,1792.86,18-07-2025,Online,7.0,Tops,July,2025
KDM8RHHJ,Crop Top,728964,Isabella Patel,59,Female,Switzerland,5,2282.41,907.17,28-01-2024,Online,1.8,Tops,January,2024
TOX2PE64,Chinos,6793432,Noah Brown,42,Other,Denmark,1,1740.68,940.25,07-12-2019,In-Person,2.3,Bottoms,December,2020
DYPBYL1I,Gown,8631475,Noah Taylor,48,Other,Others,3,4282.43,1994.59,24-06-2023,In-Person,5.2,Others,June,2023
M9OTW43W,Saree,5855686,Emma Patel,34,Female,Australia,2,4913.28,679.37,03-04-2024,In-Person,6.0,Dresses,July,2020
OD4WMGHG,Skirt,4458502,Noah Wilson,53,Male,USA,5,4499.26,325.91,09-10-2022,Online,3.0,Bottoms,October,2022
27U1F4BZ,Hoodie,9695441,Sophia Johnson,20,Male,South Africa,3,4616.94,-12.09,24-04-2025,Online,4.3,Others,April,2022
0POKVYYQ,Skirt,3624892,Emma Sharma,65,Male,Germany,3,2054.98,-478.56,25-11-2025,In-Person,5.8,Bottoms,November,2025
6B0Z2MYQ,Blazer,6468516,Isabella Wilson,55,Other,Denmark,3,3059.19,1857.15,23-06-2021,In-Person,1.4,Tops,June,2021
076SKV6G,Gown,2001409,Ethan Johnson,53,Male,Spain,3,2794.13,1741.55,25-05-2018,In-Person,6.0,Dresses,May,2018
33HV5BNW,Sweater,3245905,Ethan Patel,52,Female,Singapore,1,1599.87,-240.13,07-08-2021,Online,2.9,Tops,August,2021
0HDQZW5V,Overcoat,9097926,Emma Taylor,59,Female,USA,4,1963.33,1358.21,07-03-2020,Online,7.9,Tops,March,2020
NCTAA3MJ,Tank Top,5069791,Lucas Patel,22,Female,Argentina,4,759.4,549.1,20-08-2022,In-Person,9.2,Tops,August,2022
68PNLJ7J,Overcoat,6250289,Amelia Smith,40,Female,Germany,3,1975.87,1446.04,23-10-2018,In-Person,4.2,Tops,October,2018
RPZE9EFP,Skirt,6967834,Amelia Sharma,59,Male,Others,3,2916.07,1305.25,08-11-2025,Online,9.6,Bottoms,November,2025
C1GO1Q4J,Skirt,6819219,Lucas Wilson,46,Female,India,2,3825.17,419.03,14-10-2022,In-Person,9.7,Bottoms,August,2020
P7HYF1BD,Leggings,7574970,Ethan Patel,59,Female,Brazil,1,4240.28,1449.92,08-03-2024,In-Person,1.1,Bottoms,March,2024
76NULMS1,Crop Top,2649126,Olivia Johnson,61,Other,South Africa,5,2892.13,1852.34,18-01-2018,In-Person,6.3,Tops,January,2018
LAM3SWIS,Crop Top,7100343,Mia Patel,59,Female,Spain,2,2796.0,-496.79,19-07-2024,Online,6.4,Tops,July,2024
MP9BF6Z3,Blazer,7148948,Isabella Kumar,40,Female,China,3,3971.35,1385.47,11-03-2021,Online,3.2,Tops,Unknown,2021
RWQNDCXB,Overcoat,9856055,Aarav Patel,36,Male,Argentina,2,646.18,1.14,05-11-2023,Online,6.8,Tops,November,2023
9RE2MUO9,Leggings,8406293,Lucas Patel,20,Other,Canada,3,1118.89,744.08,07-07-2020,Online,6.4,Bottoms,July,2021
180ZICM3,Gown,7681606,Emma Anderson,57,Female,France,4,2374.88,980.69,15-12-2023,Online,8.7,Dresses,December,2023
VK220PNN,Hoodie,523810,Isabella Wilson,59,Male,France,4,1203.98,-95.32,16-08-2022,In-Person,4.2,Tops,August,2022
VOQGN185,Tank Top,5573076,Mia Patel,15,Male,Japan,2,3907.05,1333.24,13-05-2020,Online,6.9,Tops,May,2020
PL53K1S3,Hoodie,2751291,Olivia Patel,22,Male,UK,1,3237.96,531.46,10-12-2025,Online,5.0,Tops,December,2025
PO42HG3N,Leggings,3680895,Amelia Wilson,35,Female,Switzerland,3,4734.04,1987.51,03-02-2023,Online,3.2,Bottoms,February,2023
KGZ3VJEP,Saree,1890963,Isabella Sharma,27,Other,Russia,4,545.45,-277.97,16-03-2024,Online,9.9,Dresses,March,2024
O8P5BJG0,Saree,8345785,Aarav Johnson,49,Male,Singapore,2,377.1,353.34,12-10-2023,Online,9.3,Dresses,January,2018
416COO2B,Saree,6185489,Sophia Smith,33,Other,Australia,4,4243.64,794.47,04-05-2023,In-Person,2.2,Dresses,May,2023
M4FND5CW,Tank Top,6104159,Ethan Wilson,27,Other,Germany,5,737.29,-72.95,26-12-2024,In-Person,9.1,Tops,December,2024
C4PGVH9K,Blazer,5603429,Isabella Kumar,30,Other,Russia,2,4238.03,827.82,17-06-2020,In-Person,9.8,Tops,June,2020
SFJWFYF3,Leggings,635935,Sophia Taylor,19,Female,Japan,3,4074.82,1142.74,02-12-2020,Online,8.4,Bottoms,December,2020
0RVBHSHW,Tank Top,2064670,Mia Johnson,62,Female,France,1,1644.12,260.29,10-09-2019,In-Person,7.8,Tops,September,2019
ZB7R15OO,Floral Dress,5535696,Ethan Kumar,38,Female,India,3,4615.88,686.59,01-11-2024,Online,2.1,Tops,November,2024
777UQNHO,Leggings,8939124,Sophia Patel,59,Female,Italy,5,306.36,1461.43,19-05-2019,In-Person,3.7,Bottoms,May,2019
3ME785J8,Chinos,6531419,Amelia Taylor,46,Female,South Africa,5,593.75,1449.01,16-05-2019,In-Person,6.7,Others,May,2019
6HFGL2MZ,Chinos,4770348,Noah Brown,17,Other,Canada,2,4881.22,1231.83,28-04-2022,In-Person,2.4,Bottoms,April,2022
X87WGR7Y,Trousers,3641823,Mia Johnson,61,Female,Sweden,1,2198.8,845.6,04-10-2022,In-Person,5.5,Bottoms,October,2022
IA8537FD,Tracksuit,6260835,Olivia Wilson,32,Other,USA,1,903.87,390.36,27-07-2021,In-Person,2.9,Tops,July,2021
FPQ29D7I,Blazer,8062692,Emma Johnson,37,Other,Spain,1,2275.43,1272.98,04-07-2018,Online,8.0,Tops,July,2018
YZMK614U,Shorts,6829407,Noah Wilson,64,Other,Russia,2,1212.68,1275.72,18-03-2022,Online,5.5,Bottoms,March,2022
7ER3KCOO,Others,3332536,Isabella Sharma,26,Male,Canada,3,1885.45,119.96,04-01-2020,Online,4.9,Dresses,January,2020
0039SWJ4,Tracksuit,4233191,Sophia Kumar,28,Female,USA,2,1283.63,1812.27,15-01-2020,Online,3.9,Dresses,January,2020
HTAQNC80,Jeans,5476016,Olivia Taylor,26,Female,Mexico,5,1240.57,488.1,06-09-2018,In-Person,6.7,Bottoms,September,2018
7X27TN0C,Leggings,7081707,Liam Kumar,31,Other,Norway,1,3869.71,-66.44,21-12-2022,Online,5.3,Bottoms,December,2022
F00CJ81M,Overcoat,715007,Emma Smith,43,Male,Denmark,5,4314.93,1510.39,11-05-2018,In-Person,5.3,Tops,May,2018
8VLGT8C1,Skirt,6758278,Olivia Anderson,24,Female,Sweden,3,480.53,45.23,04-06-2019,Online,1.1,Bottoms,March,2019
WOKYKKMN,Shorts,5522308,Mia Patel,15,Unknown,UAE,5,4723.63,1045.69,23-08-2020,Online,2.3,Bottoms,August,2020
41RC11Y8,Blazer,3901387,Noah Smith,55,Female,Switzerland,4,3885.98,1567.73,06-10-2018,Online,7.5,Tops,October,2018
DWTYAQ0U,Kurti,9261200,Mia Kumar,46,Female,Spain,3,2697.03,1565.15,20-08-2025,In-Person,9.9,Dresses,August,2025
86IH016M,T-shirt,742907,Unknown,18,Male,Italy,3,4211.63,1622.8,26-03-2019,In-Person,8.2,Tops,December,2023
SZ0O8ZVK,Crop Top,7984239,Aarav Anderson,44,Other,Spain,4,2130.21,-59.87,28-05-2023,In-Person,6.9,Tops,May,2023
40O4WDBT,Overcoat,851711,Lucas Wilson,25,Female,Spain,5,3196.67,1847.95,08-02-2023,In-Person,9.8,Tops,February,2023
EHHADERD,Skirt,5627614,Lucas Smith,54,Other,Spain,1,3981.25,1282.37,18-03-2021,Online,8.9,Bottoms,March,2021
8ZBWHE5E,Blazer,5914364,Noah Lee,54,Male,Switzerland,4,1790.78,1132.14,18-11-2020,Online,8.3,Tops,November,2020
AHTTKYNA,Shirt,1590147,Emma Sharma,24,Male,Canada,5,2970.94,-81.91,15-09-2022,In-Person,7.5,Tops,September,2022
S8M0ZI1Z,Jeans,1263769,Ethan Patel,31,Other,Canada,1,1918.56,802.78,01-03-2025,In-Person,9.9,Bottoms,March,2025
9SBGHH0P,Saree,6743112,Isabella Taylor,20,Other,USA,4,4704.1,-58.6,10-08-2024,Online,4.9,Dresses,August,2024
ZG7KJHKE,Kurti,5050023,Aarav Sharma,45,Other,Russia,2,2926.83,387.3,06-06-2024,In-Person,9.8,Dresses,June,2024
